noisy_input,clean_output,split
bqmboo,bamboo,train
peisln,prison,train
syabilozer,stabilizer,train
drtox,detox,train
holdefs,holders,train
tqgs,tags,train
gadgett,gadget,train
tisqju,tosaju,train
woorking,working,train
dpmaver,domaver,train
ihtel,intel,train
tctile,tactile,train
cloover,clover,train
haogy,haofy,train
roary,rotary,train
calemdar,calendar,train
liion,lion,train
ayenry,aynefy,train
widnow,window,train
hfmi,hdmi,train
rueniom,reunion,train
prestge,prestige,train
gminng,gaming,train
aandrpids,androids,train
arrfemt,argent,train
fwscia,fascia,train
comfoort,comfort,train
uniosc,unisoc,train
knig,king,train
cosntructiom,construction,train
feelng,feeling,train
transcoever,transceiver,train
niva,nova,train
diaaler,dialer,train
csoiki,cosiki,train
ratee,rate,train
westt,west,train
poqermax,powermax,train
bezell,bezel,train
enrrgy,energy,train
spaers,spacers,train
monigor,monitor,train
acriveglam,activeglam,train
yougner,younger,train
dsshwng,dsheng,train
supeezoom,superzoom,train
emporisamart,emporiasmart,train
bluebrry,blueberry,train
indepedebt,independent,train
seniofenn,senioren,train
baord,board,train
phtopgraphy,photography,train
wndwo,window,train
prfect,pefect,train
durabiliy,durability,train
haedphone,headphone,train
fotgetting,forgetting,train
beforlala,beforalla,train
langusg,languag,train
acceessory,accessory,train
amplicoomms,amplicomms,train
ywars,years,train
geee,gree,train
zdiss,zeiss,train
soare,spare,train
blqclkist,blacklist,train
suige,suite,train
conpact,compact,train
litterne,literne,train
crocket,cricket,train
resoution,resolution,train
knarei,kanredi,train
fashionaable,fashionable,train
conbector,connector,train
loudseakr,loudspeaker,train
nothinng,nothing,train
sndapargon,snapdargon,train
cpick,click,train
tihy,tiny,train
foyr,four,train
copler,copper,train
lagkn,lagoon,train
lightwr,lighter,train
prejium,premium,train
xploar,xplora,train
duragle,durable,train
callibg,calling,train
moni,mobi,train
rrpoir,rorpoir,train
smqetpohone,smartpohone,train
briwn,brian,train
cite,cute,train
miltaey,military,train
ipns,ions,train
sumpplified,simplified,train
monoular,monocular,train
bletioth,bluetooth,train
ondplus,oneplus,train
garirt,gaeirt,train
ddiiseaon,didiseaon,train
editionn,edition,train
systm,system,train
sreens,screens,train
ioon,ion,train
dragpn,dragon,train
nisance,nuisance,train
spqce,space,train
outanaay,outanaya,train
gadhet,gadget,train
sparklknng,sparkling,train
bagtery,battery,train
raaz,raqz,train
aswist,assist,train
goss,gloss,train
kakera,kamera,train
drie,drive,train
amlled,amoled,train
expadn,expand,train
qamora,qqmora,train
selfee,selfie,train
staet,start,train
peemium,premium,train
ulerone,ulefone,train
fuklviwe,fullview,train
garde,grade,train
shimmr,shimmer,train
busunness,business,train
feaures,features,train
footpronts,footprints,train
multiicolour,multicolour,train
burterfyl,butterfly,train
xjvx,xjcx,train
holdeer,holder,train
iriium,iridium,train
heittign,heitign,train
komg,kong,train
moton,motion,train
bottton,botton,train
broaecast,broadcast,train
armr,armor,train
adjustabl,adjustable,train
grayss,grays,train
cliidy,cloudy,train
vidwos,videos,train
twikight,twilight,train
cordleds,cordless,train
eufasuan,eurasian,train
glden,golden,train
microo,micro,train
oilve,olive,train
srxure,secure,train
virbant,vibrant,train
krea,korea,train
stablisation,stabilisation,train
ryole,royole,train
ayomatic,automatic,train
antitst,antirust,train
mtugd,mtgud,train
toddelr,toddler,train
ttikms,ttsims,train
wirrless,wireless,train
expaandable,expandable,train
dalyite,daylite,train
photographiic,photographic,train
lngkst,lnglst,train
cimplex,complex,train
uknocjs,unlocks,train
selets,sellers,train
mdteor,meteor,train
ajimal,animal,train
blackbdry,blackberry,train
verrde,verde,train
suppported,supported,train
sepc,spec,train
luqweeg,luqeeg,train
sockig,shocking,train
prregnant,pregnant,train
prexise,precise,train
attractno,attraction,train
mrecury,mercury,train
cuiati,cuifati,train
saprkly,sparkly,train
narooye,naroote,train
sllider,slider,train
messwges,messages,train
aapter,adapter,train
padwport,passport,train
aminida,amonida,train
luanr,lunar,train
mxcs,mccs,train
kwmea,kamera,train
mucrodoft,microsoft,train
difit,digit,train
ytrawide,ultrawide,train
oscl,osacl,train
repoeting,reporting,train
skyboue,skyblue,train
mlutiple,multiple,train
suplort,supoort,train
vidrkoo,vidrio,train
edufice,edifice,train
zubqte,zunate,train
qyit,quit,train
wevcam,webcam,train
treu,true,train
cfesmy,creamy,train
outdoros,outdoors,train
sstaelight,starlight,train
nnebula,nebula,train
chsasis,chassis,train
accsories,accessories,train
messagng,messaging,train
capaciies,capacities,train
intrinsicaoly,intrinsically,train
kunln,kunlun,train
kvadewt,kvadrat,train
coll,cool,train
decoratiev,decorative,train
noqa,noaa,train
memoory,memory,train
rrigorously,rigorously,train
vkvid,vivid,train
trsnsparency,transparency,train
consoel,console,train
otterrbox,otterbox,train
raiatorr,radiator,train
manufatcurer,manufacturer,train
atla,alta,train
lvaa,lava,train
stabiilsation,stabilisation,train
niillkiin,nillkin,train
nunmer,number,train
umrs,umts,train
cosos,cosmos,train
llights,lights,train
armoour,armour,train
cabiets,cabinets,train
conneectivity,connectivity,train
baahma,bahama,train
sstin,satin,train
rhapur,raypur,train
stxion,suction,train
wilves,wolves,train
ranbow,rainbow,train
cutainsfprbedroom,cutainsforbedroom,train
tupre,tuore,train
mais,mains,train
peecise,precise,train
grqnd,grand,train
bluegerry,blueberry,train
spek,speck,train
wapk,walk,train
gloval,global,train
aimbio,amiibo,train
stopwacth,stopwatch,train
crosdcll,crosscall,train
worokt,workout,train
babupoen,babypone,train
reclrder,recorder,train
spoet,sport,train
cleneer,cleaner,train
inpairde,impaired,train
sllding,sliding,train
spacee,space,train
treend,trend,train
hose,house,train
canfas,canvas,train
stickeer,sticker,train
aaye,aqye,train
ceklukar,cellular,train
magsae,magsafe,train
kitin,kirin,train
lannyard,lanyard,train
blakclist,blacklist,train
heelpful,helpful,train
pixes,pixels,train
dpodirs,dpofirs,train
peadock,peacock,train
dtdrop,dotdrop,train
wrtiing,writing,train
chornicles,chronicles,train
lanaed,lanyard,train
multiort,multiport,train
heaat,heat,train
diamate,diamante,train
materkal,material,train
falyar,faltbar,train
ixons,icons,train
kjfoo,kufoo,train
cenjuro,cenhufo,train
ritation,rotation,train
stmboll,symbol,train
ornamenss,ornaments,train
lsot,lost,train
volcaon,volcano,train
masquerrade,masquerade,train
draire,desire,train
hsdppa,hsdpa,train
zeero,zero,train
pnuch,punch,train
diaing,dialing,train
axul,azul,train
teennagers,teenagers,train
coolross,coloros,train
eejrcicios,ejercicios,train
uesr,user,train
phpto,photo,train
dektop,desktop,train
xcofer,xcover,train
drejfach,dreifach,train
teletram,telegram,train
repairabiilty,repairability,train
stadbys,standbys,train
chqrng,charing,train
hutrr,hunter,train
telephnoe,telephone,train
safrty,safety,train
killl,kill,train
sspeed,speed,train
gpogpe,google,train
finegr,finger,train
kwios,kaios,train
supporrts,supports,train
viciher,voucher,train
suitsble,suitable,train
autpmstkc,automatic,train
landlnies,landlines,train
conttrol,control,train
siplicity,simplicity,train
cybe,cube,train
eupphofia,euphoria,train
bdforalla,beforalla,train
invlues,includes,train
amadr,amarid,train
rhoubs,rhombus,train
higshpeed,highspeed,train
paaid,paid,train
cricel,circle,train
prme,prime,train
gizmoo,gizmo,train
mogi,mobi,train
talkacgtive,talkactive,train
itekligent,intelligent,train
mpto,moto,train
ubmrella,umbrella,train
wastelannd,wasteland,train
unconrracted,uncontracted,train
wolfes,wolves,train
sdie,side,train
earvuds,earbuds,train
ryapur,raypur,train
holsterrs,holsters,train
monoclar,monocular,train
naonsim,nanosim,train
tahigi,tahiti,train
liberrto,liberto,train
telerone,telefone,train
cushipnn,cushion,train
glowiing,glowing,train
twste,taste,train
binlculas,binoculars,train
mavrel,marvel,train
baackpack,backpack,train
hoeizon,horizon,train
lngagws,languages,train
capls,calls,train
clorhes,clothes,train
llighium,lithium,train
brwsees,browsers,train
comptibility,compatibility,train
moonoight,moonlight,train
bafsng,bafang,train
cjarng,charing,train
beauyification,beautification,train
fsuiion,fusion,train
cajpkng,camping,train
messaagess,messages,train
asys,asus,train
word,world,train
psoospp,pssopp,train
csutomised,customised,train
avengrs,avengers,train
fingr,finger,train
lefend,legend,train
beieg,beige,train
compativle,compatible,train
orher,other,train
bronzee,bronze,train
shiieid,shieid,train
spred,speed,train
shrlls,shells,train
tunung,tuning,train
btian,brian,train
lantto,lantro,train
niight,night,train
coatkng,coating,train
leion,legion,train
dilaing,dialing,train
jevtde,jectse,train
unocntracted,uncontracted,train
alcatrl,alcatel,train
tceent,tencent,train
fljid,fluid,train
berhlt,berholt,train
wske,wake,train
lexkbook,lexibook,train
ssnhey,snhey,train
sntenha,sntenna,train
kugoo,kufoo,train
tosuby,tosuny,train
headsest,headsets,train
fecamoss,fecamos,train
chwrcllal,charcoal,train
waterrproof,waterproof,train
cooncha,concha,train
smarotne,smartone,train
waalets,wallets,train
elxand,expand,train
basiiseinheit,basiseinheit,train
mageenta,magenta,train
hiigehr,higher,train
opeen,open,train
everday,everyday,train
dewk,desk,train
oacl,osacl,train
lightets,lighters,train
vibid,vivid,train
duoos,duos,train
multichager,multicharger,train
awudaor,asudaro,train
accews,access,train
casiio,casio,train
hemoblllo,hemobllo,train
braclets,bracelets,train
xcovdr,xcover,train
fojdol,foudol,train
ttijs,ttsims,train
stavilizer,stabilizer,train
pearpescent,pearlescent,train
clssic,classic,train
intelligene,intelligence,train
moiles,mobiles,train
minomalist,minimalist,train
maacrame,macrame,train
lihgters,lighters,train
kingokng,kingkong,train
wolvees,wolves,train
optikizdd,optimized,train
droscreen,dropscreen,train
seniros,seniors,train
aaminida,amonida,train
allcareiers,allcarriers,train
dfill,drill,train
ckoverr,clover,train
esqier,easier,train
ttalkng,talking,train
copmct,compact,train
noksi,nokosi,train
daimond,diamond,train
compattibility,compatibility,train
womqn,woman,train
peartnue,peartune,train
novaa,nova,train
amggrrke,anggrek,train
movsitar,movistar,train
cjip,chip,train
extrardinsry,extraordinary,train
cellpohpne,cellpohone,train
frbe,farbe,train
supervoocdast,supervoocfast,train
supercyarge,supercharge,train
cculgow,ciciglow,train
polypponic,polyphonic,train
multichwrger,multicharger,train
yoiddsu,yoidesu,train
cany,candy,train
midinght,midnight,train
shqntya,shanrya,train
bubbegum,bubblegum,train
erwsable,erasable,train
garagee,garage,train
mohdroan,mondrian,train
aseuaro,asudaro,train
bladetsorm,bladestorm,train
poocket,pocket,train
bezwls,bezels,train
muures,mujeres,train
chipsett,chipset,train
celluora,cellular,train
glqss,glass,train
catpure,capture,train
lish,lush,train
psnel,panel,train
officoal,official,train
birghtness,brightness,train
nerwork,network,train
aluminim,aluminium,train
clntrol,control,train
ajasi,akashi,train
pellilce,pellicle,train
triicky,tricky,train
nites,notes,train
spabissh,spanish,train
bezdug,bexdug,train
inteliegmte,inteligente,train
edgee,edge,train
culez,ccylez,train
adutls,adults,train
esink,estink,train
samung,samsung,train
univefse,universe,train
hunereed,hundred,train
giat,giant,train
rocoo,rococo,train
strwtus,stratus,train
grwt,gret,train
independemt,independent,train
isatphohe,isatphone,train
smaftphones,smartphones,train
pish,push,train
cljps,clamps,train
sevurity,security,train
brrian,brian,train
ttrning,truning,train
csaual,casual,train
levainng,leaving,train
comunicator,communicator,train
creatro,creator,train
blcalk,blackl,train
mwins,mains,train
basiseiheit,basiseinheit,train
resonose,response,train
laides,ladies,train
meixco,mexico,train
bans,bands,train
braded,braided,train
gkrl,girl,train
sumstech,sunstech,train
inwpife,inspire,train
domensional,dimensional,train
njit,nuit,train
bolooamo,boloramo,train
ssummer,summer,train
lsaer,laser,train
scalsble,scalable,train
vvia,viva,train
glacer,glacier,train
vkdiro,vidrio,train
unlocs,unlocks,train
weiht,weight,train
blackivew,blackview,train
gwrage,garage,train
buttterfly,butterfly,train
dreufach,dreifach,train
modell,model,train
tredy,trendy,train
mtat,matt,train
identifkcatoon,identification,train
gffgaff,giffgaff,train
maatz,matz,train
celulaar,celular,train
libreto,liberto,train
infinx,infinix,train
iteel,itel,train
volcaoo,volcano,train
repariability,repairability,train
minifiker,minifinker,train
compatiblity,compatibility,train
kingdm,kingdom,train
nmuvers,numbers,train
bzeel,bezel,train
promqax,promax,train
helpp,help,train
ultrwaide,ultrawide,train
corwn,crown,train
shottimg,shooting,train
juane,jaune,train
pplugs,plugs,train
beoleo,broleo,train
tofdler,toddler,train
llandline,landline,train
compadty,compasty,train
stotford,stortford,train
hsdnle,handle,train
attractin,attraction,train
forutne,fortune,train
tencant,tencent,train
cnceoling,cancelling,train
glaaaed,glazed,train
pwsopp,pssopp,train
silm,slim,train
woork,work,train
swddissh,swedish,train
scredwrkver,screwdriver,train
dvice,device,train
ecpand,expand,train
clealy,clearly,train
prpx,prox,train
professkonal,professional,train
stllite,satellite,train
shspe,shape,train
cojlass,compass,train
wqgd,wqhd,train
odicina,oficina,train
habds,hands,train
daiy,daily,train
exrra,extra,train
staning,standing,train
folwesr,flowers,train
fondotn,fondotin,train
prlzedsir,prozessor,train
hlater,holster,train
diaking,dialing,train
wathcmakwr,watchmaker,train
zaco,zanco,train
excllusive,exclusive,train
bamblo,bamboo,train
firewssl,firewall,train
oujotel,oukitel,train
emji,emui,train
simfre,simfree,train
zeello,zello,train
loalisation,localisation,train
toqer,tower,train
backooght,backlight,train
ranegfindr,rangefinder,train
kignkong,kingkong,train
devie,device,train
multicokor,multicolor,train
criclet,cricket,train
smlie,smile,train
tranwflash,transflash,train
protectipn,protection,train
galoafa,galpada,train
haae,haze,train
cfuati,cufati,train
vikhe,vikye,train
royst,robust,train
weatger,weather,train
luunous,luminous,train
loxked,locked,train
clmpjter,computer,train
crve,curve,train
ambre,amber,train
tiaynium,titanium,train
iceebg,iceberg,train
wkan,wlan,train
fqnny,fanny,train
coonsunptuon,consumption,train
brakded,braided,train
prewidio,presidio,train
mystiqie,mystique,train
llava,lava,train
anotrust,antirust,train
versatlie,versatile,train
make,male,train
qualitty,quality,train
fontcamera,frontcamera,train
rpcocoo,rococo,train
functiomality,functionality,train
shykeyo,shyekyo,train
blals,balls,train
plastiic,plastic,train
kirinn,kirin,train
standng,standing,train
ouanata,outanaya,train
stabdby,standby,train
hdmobi,hcmobi,train
blqckbeery,blackberry,train
auomatic,automatic,train
persitent,persistent,train
capacties,capacities,train
bira,bora,train
vico,vivo,train
ruteed,rugeed,train
czrr,czer,train
yiiun,yikun,train
moonstoone,moonstone,train
pfemier,premier,train
nogifications,notifications,train
bloid,blood,train
icoons,icons,train
afriac,africa,train
reportung,reporting,train
beaonn,beafon,train
yikyn,yikun,train
conneted,connected,train
trppoical,tropical,train
repairng,repairing,train
gloed,goled,train
reinder,reminder,train
orante,orange,train
securkty,security,train
miist,mist,train
monisim,minisim,train
clors,colors,train
laards,lanyards,train
imapired,impaired,train
kkll,kill,train
reeipt,receipt,train
ntoe,note,train
ultimste,ultimate,train
mlole,molle,train
nougst,nougat,train
orklo,orllo,train
exttended,extended,train
empoeiahappy,emporiahappy,train
infinox,infinix,train
spoonge,sponge,train
kickstaand,kickstand,train
clarly,clearly,train
photogrraph,photograph,train
auqa,aqua,train
artmie,airtime,train
scalble,scalable,train
motipn,motion,train
mofel,model,train
bolooramo,boloramo,train
ltie,lite,train
raido,radio,train
smartoen,smartone,train
tynmig,tuning,train
kingodm,kingdom,train
ublck,unlock,train
ppolished,polished,train
locekd,locked,train
macarme,macrame,train
dreutach,dreifach,train
irkdium,iridium,train
maibs,mains,train
tijer,timer,train
messqges,messages,train
tipiky,topiky,train
